name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
24 Sextantis c,,,,
